chrom	startCoord	endCoord	GeneName	strand	GROValue
chrXIII	739184	739865	YMR233W	+	-0.334
chrXIII	740265	741312	YMR234W	+	-0.137
chrXIII	741511	742735	YMR235C	-	0.002
chrXIII	742970	743444	YMR236W	+	-0.238
chrXIII	743748	745923	YMR237W	+	0.38
chrXIII	746352	747729	YMR238W	+	0.916
chrXIII	748261	749677	YMR239C	-	-0.334
chrXIII	749929	751240	YMR240C	-	-0.481
chrXIII	751960	752905	YMR241W	+	0.36
chrXIII	753224	754220	YMR242C	-	-0.343
chrXIII	754837	756166	YMR243C	-	-0.368
chrXIII	757249	758317	YMR244W	+	0.336
chrXIII	758516	758831	YMR244C-A	-	0.119
chrXIII	759806	761891	YMR246W	+	-0.386
chrXIII	763350	768039	YMR247C	-	0.405
chrXIII	770800	772558	YMR250W	+	0.822
chrXIII	772914	774015	YMR251W	+	1.576
chrXIII	774751	774931	YMR251W-A	+	0.843
chrXIII	775314	775719	YMR252C	-	0.879
chrXIII	775945	777190	YMR253C	-	0.51
chrXIII	778000	778567	YMR255W	+	0.1
chrXIII	778944	779127	YMR256C	-	-0.538
chrXIII	779628	782031	YMR257C	-	0.13
chrXIII	782619	784281	YMR258C	-	0.156
chrXIII	784620	788883	YMR259C	-	-0.358
chrXIII	789377	789839	YMR260C	-	-0.475
chrXIII	790204	793369	YMR261C	-	0.378
chrXIII	793725	794667	YMR262W	+	-0.305
chrXIII	794918	795524	YMR263W	+	-0.218
chrXIII	795804	796416	YMR264W	+	-0.096
chrXIII	796539	797925	YMR265C	-	0.075
chrXIII	798517	801379	YMR266W	+	-0.047
chrXIII	801771	802704	YMR267W	+	0.029
chrXIII	802887	804222	YMR268C	-	-0.382
chrXIII	804455	805090	YMR269W	+	0.783
chrXIII	805324	806422	YMR270C	-	-0.06
chrXIII	806863	807547	YMR271C	-	0.586
chrXIII	809621	810776	YMR272C	-	0.673
chrXIII	811231	813979	YMR273C	-	0.103
chrXIII	814362	815310	YMR274C	-	0.112
chrXIII	815649	818580	YMR275C	-	-0.125
chrXIII	818825	819947	YMR276W	+	0.123
chrXIII	820254	822453	YMR277W	+	-0.346
chrXIII	822761	824630	YMR278W	+	-0.024
chrXIII	824727	826350	YMR279C	-	0
chrXIII	827026	831328	YMR280C	-	0.636
chrXIII	832337	833252	YMR281W	+	0.762
chrXIII	833354	835097	YMR282C	-	0.022
chrXIII	835324	836866	YMR283C	-	-0.105
chrXIII	838185	839994	YMR284W	+	0
chrXIII	840142	841690	YMR285C	-	-0.328
chrXIII	841940	842201	YMR286W	+	0.561
chrXIII	842434	845344	YMR287C	-	-0.197
chrXIII	845569	848485	YMR288W	+	-0.317
chrXIII	848683	849808	YMR289W	+	-0.275
chrXIII	850072	851590	YMR290C	-	-0.017
chrXIII	852628	854389	YMR291W	+	1.291
chrXIII	854793	855292	YMR292W	+	-0.645
chrXIII	855397	856792	YMR293C	-	0.336
chrXIII	856964	858086	YMR294W	+	-0.061
chrXIII	858295	858889	YMR295C	-	-0.119
chrXIII	859213	860890	YMR296C	-	0.099
chrXIII	861920	863519	YMR297W	+	0.29
chrXIII	863817	864270	YMR298W	+	0.133
chrXIII	864410	865349	YMR299C	-	-0.03
chrXIII	865557	867090	YMR300C	-	-0.169
chrXIII	867553	869626	YMR301C	-	-0.243
chrXIII	870071	872624	YMR302C	-	0.325
chrXIII	873289	874336	YMR303C	-	0.478
chrXIII	874985	878678	YMR304W	+	0.624
chrXIII	879061	880231	YMR305C	-	0.292
chrXIII	881157	886515	YMR306W	+	0.347
chrXIII	887001	888681	YMR307W	+	0.904
chrXIII	888950	892220	YMR308C	-	-0.486
chrXIII	892986	895425	YMR309C	-	-0.606
chrXIII	895714	896668	YMR310C	-	-0.269
chrXIII	896912	897602	YMR311C	-	-0.364
chrXIII	898403	899225	YMR312W	+	0.158
chrXIII	899377	901306	YMR313C	-	-0.024
chrXIII	901707	902412	YMR314W	+	-0.016
chrXIII	902798	903848	YMR315W	+	0.988
chrXIII	904823	905834	YMR316W	+	0.066
chrXIII	907362	910785	YMR317W	+	0.163
chrXIII	911059	912142	YMR318C	-	-0.026
chrXIII	912878	914537	YMR319C	-	0.188
chrXIII	917577	917895	YMR321C	-	0.191
chrXIII	918364	919078	YMR322C	-	0.727
chrXIII	920086	921400	YMR323W	+	0.727
chrXIII	922639	923014	YMR325W	+	0.256
chrXIV	11451	12129	YNL335W	+	0.895
chrXIV	12207	12876	YNL334C	-	0.525
chrXIV	13266	14163	YNL333W	+	0.728
chrXIV	14831	15854	YNL332W	+	0.753
chrXIV	16117	17248	YNL331C	-	0
chrXIV	18000	19302	YNL330C	-	-0.014
chrXIV	19540	22633	YNL329C	-	-0.267
chrXIV	22833	23274	YNL328C	-	-0.059
chrXIV	24047	27173	YNL327W	+	-0.058
chrXIV	27336	28347	YNL326C	-	-0.302
chrXIV	28738	31378	YNL325C	-	0.027
chrXIV	31943	33188	YNL323W	+	0.22
chrXIV	33293	34235	YNL322C	-	-0.097
chrXIV	34695	37422	YNL321W	+	0
chrXIV	37699	38554	YNL320W	+	0.185
chrXIV	38706	40329	YNL318C	-	0
chrXIV	40618	42016	YNL317W	+	0.198
chrXIV	42070	43075	YNL316C	-	0.151
chrXIV	43323	44280	YNL315C	-	-0.308
chrXIV	44446	45214	YNL314W	+	0.306
chrXIV	45307	48022	YNL313C	-	-0.426
chrXIV	48286	49216	YNL312W	+	0.065
chrXIV	49396	51688	YNL311C	-	0
chrXIV	51906	52431	YNL310C	-	0.675
chrXIV	52661	53924	YNL309W	+	0.266
chrXIV	54121	55897	YNL308C	-	-0.627
chrXIV	56445	57573	YNL307C	-	0
chrXIV	58154	58808	YNL306W	+	0.306
chrXIV	58897	59791	YNL305C	-	0.449
chrXIV	60296	61551	YNL304W	+	-0.136
chrXIV	61958	62944	YNL302C	-	0.107
chrXIV	63570	64563	YNL301C	-	0.067
chrXIV	65744	66053	YNL300W	+	-0.218
chrXIV	66517	68447	YNL299W	+	-0.876
chrXIV	68916	71445	YNL298W	+	-0.218
chrXIV	71674	76585	YNL297C	-	0.079
chrXIV	76947	78522	YNL295W	+	-0.14
chrXIV	78660	80262	YNL294C	-	0.619
chrXIV	80641	82543	YNL293W	+	0.501
chrXIV	82807	84019	YNL292W	+	-0.513
chrXIV	84170	85817	YNL291C	-	-0.047
chrXIV	86219	87242	YNL290W	+	-0.302
chrXIV	87898	88738	YNL289W	+	0.523
chrXIV	90304	91426	YNL288W	+	-0.309
chrXIV	91995	94803	YNL287W	+	0.009
chrXIV	95224	96082	YNL286W	+	-0.414
chrXIV	103135	104104	YNL284C	-	-0.244
chrXIV	105185	106697	YNL283C	-	0.195
chrXIV	107688	108276	YNL282W	+	-0.144
chrXIV	108468	108930	YNL281W	+	-0.091
chrXIV	109096	110413	YNL280C	-	0.279
chrXIV	110918	112904	YNL279W	+	-0.25
chrXIV	113272	116455	YNL278W	+	0.559
chrXIV	117350	118811	YNL277W	+	-0.346
chrXIV	119269	121000	YNL275W	+	0.168
chrXIV	121119	122172	YNL274C	-	0.539
chrXIV	122884	126601	YNL273W	+	0.021
chrXIV	126806	129086	YNL272C	-	-0.03
chrXIV	129523	135385	YNL271C	-	-0.1
chrXIV	135941	137663	YNL270C	-	0.321
chrXIV	137700	138096	YNL269W	+	0.289
chrXIV	138551	140387	YNL268W	+	-0.189
chrXIV	140879	144080	YNL267W	+	0.152
chrXIV	144281	145283	YNL265C	-	0.083
chrXIV	145564	146617	YNL264C	-	0.146
chrXIV	146897	147842	YNL263C	-	0.185
chrXIV	148213	154882	YNL262W	+	-0.075
chrXIV	155101	156541	YNL261W	+	0.075
chrXIV	156860	157457	YNL260C	-	-0.17
chrXIV	157645	157867	YNL259C	-	-0.037
chrXIV	158110	160375	YNL258C	-	-0.256
chrXIV	160632	164322	YNL257C	-	0.106
chrXIV	164624	167099	YNL256W	+	-0.362
chrXIV	167330	167792	YNL255C	-	-0.306
chrXIV	168044	169250	YNL254C	-	0.041
chrXIV	170019	171288	YNL253W	+	0.019
chrXIV	171442	172288	YNL252C	-	-0.339
chrXIV	172589	174317	YNL251C	-	-0.068
chrXIV	175411	179350	YNL250W	+	0
chrXIV	179395	181024	YNL249C	-	-0.265
chrXIV	181362	182610	YNL248C	-	0.015
chrXIV	182876	185180	YNL247W	+	-0.343
chrXIV	185461	186351	YNL246W	+	-0.491
chrXIV	186347	186887	YNL245C	-	0
chrXIV	187171	187498	YNL244C	-	-0.208
chrXIV	188052	190959	YNL243W	+	0.003
chrXIV	191325	196104	YNL242W	+	0.404
chrXIV	196427	197945	YNL241C	-	-0.282
chrXIV	198503	199979	YNL240C	-	0.213
chrXIV	200570	201935	YNL239W	+	-0.239
chrXIV	202429	204874	YNL238W	+	-0.455
chrXIV	205189	206569	YNL237W	+	-0.002
chrXIV	210234	211515	YNL234W	+	-0.188
chrXIV	214924	215803	YNL232W	+	-0.219
chrXIV	215988	217044	YNL231C	-	1.326
chrXIV	217524	218664	YNL230C	-	0
chrXIV	219138	220203	YNL229C	-	-0.207
chrXIV	220660	222433	YNL227C	-	-0.22
chrXIV	222725	224471	YNL225C	-	-0.121
chrXIV	224797	227101	YNL224C	-	0.097
chrXIV	227371	228856	YNL223W	+	-0.13
chrXIV	229095	229716	YNL222W	+	-0.305
chrXIV	231069	233697	YNL221C	-	-0.296
chrXIV	234414	235716	YNL220W	+	-0.113
chrXIV	235997	237665	YNL219C	-	0
chrXIV	238239	240003	YNL218W	+	-0.338
chrXIV	240332	241313	YNL217W	+	0.029
chrXIV	241690	244174	YNL216W	+	-0.353
chrXIV	244469	245432	YNL215W	+	-0.428
chrXIV	245618	246218	YNL214W	+	0.243
chrXIV	246461	247106	YNL213C	-	0.017
chrXIV	247462	249811	YNL212W	+	0.137
chrXIV	250056	250317	YNL211C	-	-0.208
chrXIV	250932	251745	YNL210W	+	0.205
chrXIV	252060	253902	YNL209W	+	-0.099
chrXIV	254419	255021	YNL208W	+	1.203
chrXIV	255356	256634	YNL207W	+	-0.022
chrXIV	256791	258159	YNL206C	-	0.349
chrXIV	258378	259281	YNL204C	-	0.119
chrXIV	259581	260460	YNL202W	+	0.392
chrXIV	260630	263207	YNL201C	-	0.131
chrXIV	263716	264457	YNL200C	-	0.727
chrXIV	264929	266534	YNL199C	-	-0.205
chrXIV	267611	269597	YNL197C	-	-0.384
chrXIV	270278	271175	YNL196C	-	0.268
chrXIV	271526	272313	YNL195C	-	0.509
chrXIV	272714	273620	YNL194C	-	0.585
chrXIV	274372	276049	YNL193W	+	0.272
chrXIV	276506	279902	YNL192W	+	0.525
chrXIV	280436	281510	YNL191W	+	0.003
chrXIV	282399	283014	YNL190W	+	-0.12
chrXIV	284264	285893	YNL189W	+	0.107
chrXIV	286312	287614	YNL188W	+	-0.242
chrXIV	287998	289072	YNL187W	+	-0.448
chrXIV	289502	291881	YNL186W	+	-0.502
chrXIV	292197	292674	YNL185C	-	-0.056
chrXIV	293141	295514	YNL183C	-	0.245
chrXIV	295964	297632	YNL182C	-	-0.624
chrXIV	298339	299563	YNL181W	+	0.097
chrXIV	299658	300654	YNL180C	-	-0.263
chrXIV	302684	303407	YNL178W	+	0.347
chrXIV	303690	304620	YNL177C	-	-0.163
chrXIV	305074	306985	YNL176C	-	-0.104
chrXIV	307405	308617	YNL175C	-	0.72
chrXIV	308961	310062	YNL173C	-	0.065
chrXIV	310640	315887	YNL172W	+	0.552
chrXIV	316173	317676	YNL169C	-	0.496
chrXIV	318034	318814	YNL168C	-	-0.039
chrXIV	319420	321364	YNL167C	-	0.087
chrXIV	322223	323570	YNL166C	-	0.007
chrXIV	323836	325057	YNL165W	+	-0.25
chrXIV	325269	326325	YNL164C	-	-0.433
chrXIV	326745	330078	YNL163C	-	-0.546
chrXIV	330333	330552	YNL162W-A	+	-0.403
chrXIV	331326	332159	YNL162W	+	-0.362
chrXIV	332601	334872	YNL161W	+	-0.21
chrXIV	336549	337614	YNL160W	+	1.161
chrXIV	338482	339352	YNL159C	-	0.08
chrXIV	339616	340213	YNL158W	+	0.241
chrXIV	340356	340863	YNL157W	+	0.15
chrXIV	341073	341973	YNL156C	-	-0.09
chrXIV	342520	343345	YNL155W	+	-0.141
chrXIV	343640	345281	YNL154C	-	-0.545
chrXIV	345673	346063	YNL153C	-	-0.292
chrXIV	346317	347547	YNL152W	+	-0.022
chrXIV	347770	348526	YNL151C	-	-0.458
chrXIV	349371	349761	YNL149C	-	-0.669
chrXIV	349911	350676	YNL148C	-	-0.26
chrXIV	350944	351388	YNL147W	+	-0.716
chrXIV	351719	352022	YNL146W	+	0
chrXIV	352418	352535	YNL145W	+	-0.853
chrXIV	352824	355047	YNL144C	-	0.345
chrXIV	357457	358957	YNL142W	+	-0.162
chrXIV	359600	360644	YNL141W	+	-0.254
chrXIV	360928	365722	YNL139C	-	-0.056
chrXIV	366745	368326	YNL138W	+	-0.592
chrXIV	368599	370060	YNL137C	-	-0.254
chrXIV	370372	371650	YNL136W	+	-0.319
chrXIV	371886	372231	YNL135C	-	0.094
chrXIV	372455	373586	YNL134C	-	0.638
chrXIV	374175	374697	YNL133C	-	0.263
chrXIV	375325	378496	YNL132W	+	-0.573
chrXIV	378771	379230	YNL131W	+	-0.261
chrXIV	379562	380836	YNL130C	-	-0.309
chrXIV	381484	382207	YNL129W	+	-0.068
chrXIV	382363	383668	YNL128W	+	1.104
chrXIV	383991	386853	YNL127W	+	0.218
chrXIV	387231	389772	YNL126W	+	-0.36
chrXIV	390150	392172	YNL125C	-	0.839
chrXIV	392896	394375	YNL124W	+	-0.215
chrXIV	394689	397683	YNL123W	+	-0.307
chrXIV	398027	398375	YNL122C	-	-0.14
chrXIV	398688	400542	YNL121C	-	-0.129
chrXIV	401044	402526	YNL119W	+	-0.038
chrXIV	402656	405569	YNL118C	-	-0.256
chrXIV	406362	408027	YNL117W	+	-0.139
chrXIV	408345	409914	YNL116W	+	0.345
chrXIV	410123	412058	YNL115C	-	0.29
chrXIV	412775	413204	YNL113W	+	-0.108
chrXIV	413643	416286	YNL112W	+	0.29
chrXIV	416944	417307	YNL111C	-	-0.259
chrXIV	417830	418493	YNL110C	-	-0.44
chrXIV	419018	419831	YNL108C	-	-0.211
chrXIV	420102	420783	YNL107W	+	-0.601
chrXIV	420948	424500	YNL106C	-	0.052
chrXIV	424899	426759	YNL104C	-	-0.106
chrXIV	427739	429758	YNL103W	+	-0.25
chrXIV	430091	434498	YNL102W	+	-0.128
chrXIV	437617	438322	YNL100W	+	0.264
chrXIV	438571	439288	YNL099C	-	0.231
chrXIV	439606	440575	YNL098C	-	-0.616
chrXIV	441370	442363	YNL097C	-	-0.169
chrXIV	443402	444320	YNL096C	-	-0.312
chrXIV	444916	446845	YNL095C	-	-0.417
chrXIV	447615	449379	YNL094W	+	-0.031
chrXIV	449872	450535	YNL093W	+	0.637
chrXIV	450875	452078	YNL092W	+	0.735
chrXIV	452412	456135	YNL091W	+	-0.19
chrXIV	456569	457148	YNL090W	+	0.346
chrXIV	457708	461995	YNL088W	+	-0.123
chrXIV	462415	465952	YNL087W	+	-0.5
chrXIV	466338	466647	YNL086W	+	-0.172
chrXIV	467135	469628	YNL085W	+	-0.163
chrXIV	470057	471107	YNL084C	-	-0.217
chrXIV	471381	472865	YNL083W	+	-0.352
chrXIV	473394	476016	YNL082W	+	-0.225
chrXIV	476191	476623	YNL081C	-	-0.501
chrXIV	476935	478036	YNL080C	-	0.332
chrXIV	478569	479169	YNL079C	-	-0.36
chrXIV	479771	480995	YNL078W	+	-0.538
chrXIV	481394	482981	YNL077W	+	-0.136
chrXIV	483559	485314	YNL076W	+	-0.261
chrXIV	485610	486483	YNL075W	+	-0.789
chrXIV	486769	488128	YNL074C	-	0.307
chrXIV	488389	490120	YNL073W	+	0.034
chrXIV	490320	491244	YNL072W	+	-0.087
chrXIV	491526	492975	YNL071W	+	-0.257
chrXIV	493369	493552	YNL070W	+	-0.129
chrXIV	493959	495005	YNL069C	-	-0.484
chrXIV	495704	498293	YNL068C	-	-0.379
chrXIV	499684	500260	YNL067W	+	-0.184
chrXIV	501518	502781	YNL066W	+	-0.115
chrXIV	503727	505488	YNL065W	+	0.38
chrXIV	505872	507102	YNL064C	-	-0.151
chrXIV	507762	508707	YNL063W	+	-0.114
chrXIV	508780	510217	YNL062C	-	-0.114
chrXIV	510544	512401	YNL061W	+	-0.568
chrXIV	512672	514940	YNL059C	-	-0.007
chrXIV	515767	516718	YNL058C	-	0.378
chrXIV	517253	517847	YNL056W	+	-0.076
chrXIV	517998	518850	YNL055C	-	-0.397
chrXIV	526090	529588	YNL054W	+	-0.052
chrXIV	529946	531416	YNL053W	+	-0.365
chrXIV	531729	532191	YNL052W	+	0.129
chrXIV	532663	533875	YNL051W	+	0
chrXIV	534083	534987	YNL050C	-	-0.531
chrXIV	535285	537916	YNL049C	-	0.026
chrXIV	538177	539824	YNL048W	+	-0.083
chrXIV	539915	541886	YNL047C	-	-0.216
chrXIV	542308	542827	YNL046W	+	-0.197
chrXIV	542967	544983	YNL045W	+	0.176
chrXIV	545272	545882	YNL044W	+	-0.093
chrXIV	548104	549295	YNL042W	+	0.02
chrXIV	549472	551992	YNL041C	-	-0.134
chrXIV	553384	554755	YNL040W	+	-0.339
chrXIV	555052	556837	YNL039W	+	-0.494
chrXIV	557024	557788	YNL038W	+	-0.339
chrXIV	557924	559007	YNL037C	-	-1.332
chrXIV	559818	560484	YNL036W	+	0.283
chrXIV	568526	569696	YNL035C	-	-0.366
chrXIV	570481	572320	YNL034W	+	-0.12
chrXIV	573003	573858	YNL033W	+	0.255
chrXIV	574510	575356	YNL032W	+	-0.314
chrXIV	575644	576055	YNL031C	-	-0.276
chrXIV	576731	577043	YNL030W	+	-0.087
chrXIV	577209	578778	YNL029C	-	0.286
chrXIV	579584	581621	YNL027W	+	0.197
chrXIV	581924	583379	YNL026W	+	0.176
chrXIV	584324	585296	YNL025C	-	0.137
chrXIV	587111	587852	YNL024C	-	-0.427
chrXIV	588267	591165	YNL023C	-	-0.339
chrXIV	591431	592904	YNL022C	-	-0.393
chrXIV	593231	595352	YNL021W	+	-0.177
chrXIV	595627	597544	YNL020C	-	0
chrXIV	598380	599235	YNL019C	-	0.373
chrXIV	599940	601779	YNL018C	-	0.11
chrXIV	602911	604273	YNL016W	+	0.179
chrXIV	605388	605616	YNL015W	+	0.781
chrXIV	606323	609458	YNL014W	+	0.814
chrXIV	609690	611670	YNL012W	+	0.452
chrXIV	611840	613175	YNL011C	-	0.146
chrXIV	613639	614365	YNL010W	+	-0.288
chrXIV	614825	616088	YNL009W	+	-0.28
chrXIV	616215	618246	YNL008C	-	0.339
chrXIV	618511	619570	YNL007C	-	0.176
chrXIV	620071	620983	YNL006W	+	0.285
chrXIV	621317	622433	YNL005C	-	-0.047
chrXIV	622919	624626	YNL004W	+	-0.244
chrXIV	624979	625834	YNL003C	-	0.396
chrXIV	626178	627147	YNL002C	-	-0.437
chrXIV	627460	628621	YNL001W	+	-0.538
chrXIV	629626	631066	YNR001C	-	0.089
chrXIV	633012	633861	YNR002C	-	1.065
chrXIV	634348	635302	YNR003C	-	-0.234
chrXIV	635947	636388	YNR004W	+	-0.065
chrXIV	636990	638859	YNR006W	+	0.279
chrXIV	639186	640119	YNR007C	-	0.137
chrXIV	640400	642386	YNR008W	+	0.253
chrXIV	642694	643444	YNR009W	+	0.303
chrXIV	643748	644198	YNR010W	+	-0.298
chrXIV	644324	646955	YNR011C	-	-0.105
chrXIV	647436	648942	YNR012W	+	0.396
chrXIV	649032	651717	YNR013C	-	0.089
chrXIV	652469	653108	YNR014W	+	1.038
chrXIV	653391	654546	YNR015W	+	-0.061
chrXIV	654677	661379	YNR016C	-	-0.36
chrXIV	662917	663586	YNR017W	+	-0.564
chrXIV	664274	664949	YNR018W	+	-0.186
chrXIV	665343	667272	YNR019W	+	0.342
chrXIV	667414	668227	YNR020C	-	-0.377
chrXIV	668381	669596	YNR021W	+	-0.224
chrXIV	669778	670198	YNR022C	-	-0.421
chrXIV	670422	672123	YNR023W	+	-0.412
chrXIV	672413	672974	YNR024W	+	-0.68
chrXIV	673278	674694	YNR026C	-	0.09
chrXIV	674927	675881	YNR027W	+	-0.163
chrXIV	676181	677108	YNR028W	+	0.33
chrXIV	677203	678493	YNR029C	-	0.292
chrXIV	678803	680459	YNR030W	+	0.204
chrXIV	680698	685438	YNR031C	-	0.318
chrXIV	686014	687121	YNR032W	+	-0.055
chrXIV	687247	687469	YNR032C-A	-	-0.963
chrXIV	687639	690003	YNR033W	+	0.222
chrXIV	690325	691291	YNR034W	+	-0.463
chrXIV	693023	694052	YNR035C	-	0.002
chrXIV	694365	694827	YNR036C	-	0.15
chrXIV	695056	695332	YNR037C	-	0.38
chrXIV	695599	697489	YNR038W	+	0
chrXIV	697618	699436	YNR039C	-	-0.254
chrXIV	699694	700465	YNR040W	+	-0.02
chrXIV	700545	701664	YNR041C	-	-0.061
chrXIV	701899	703090	YNR043W	+	-0.408
chrXIV	703703	705881	YNR044W	+	-1.932
chrXIV	706143	707613	YNR045W	+	0.802
chrXIV	707792	708200	YNR046W	+	-0.217
chrXIV	708527	711209	YNR047W	+	0.054
chrXIV	711634	712816	YNR048W	+	-0.17
chrXIV	713027	713660	YNR049C	-	-0.219
chrXIV	714052	715393	YNR050C	-	-0.207
chrXIV	716784	718332	YNR051C	-	-0.154
chrXIV	719350	720652	YNR052C	-	-0.573
chrXIV	721124	723117	YNR053C	-	-0.386
chrXIV	723360	724311	YNR054C	-	-0.969
chrXIV	728430	730191	YNR055C	-	-0.101
chrXIV	731622	733308	YNR056C	-	0.968
chrXIV	733360	734074	YNR057C	-	0.79
chrXIV	734295	735738	YNR058W	+	0.357
chrXIV	736807	738550	YNR059W	+	0.033
chrXIV	739955	742115	YNR060W	+	0.092
chrXIV	742885	743545	YNR061C	-	-0.302
chrXIV	744364	745348	YNR062C	-	-0.462
chrXIV	746947	748771	YNR063W	+	0.106
chrXIV	749140	750013	YNR064C	-	0.088
chrXIV	750354	753705	YNR065C	-	0.518
chrXIV	753729	755040	YNR066C	-	0
chrXIV	755750	759104	YNR067C	-	0.112
chrXIV	760071	760890	YNR068C	-	-0.209
chrXIV	761127	762597	YNR069C	-	-0.091
chrXIV	765379	769381	YNR070W	+	0.205
chrXIV	770444	771473	YNR071C	-	0.742
chrXIV	772661	774356	YNR072W	+	0.418
chrXIV	774796	776305	YNR073C	-	-0.086
chrXIV	777606	778743	YNR074C	-	0.361
chrXIV	781922	782285	YNR076W	+	0.366
chrXV	1646	2078	YOL165C	-	0.308
chrXV	6174	8115	YOL164W	+	0.299
chrXV	9596	10106	YOL163W	+	0.27
chrXV	10118	10766	YOL162W	+	0
chrXV	11548	11911	YOL161C	-	0.388
chrXV	17280	17796	YOL159C	-	0.57
chrXV	19490	21311	YOL158C	-	0
chrXV	22524	24294	YOL157C	-	-0.117
chrXV	25272	26976	YOL156W	+	-0.036
chrXV	28702	31606	YOL155C	-	0.328
chrXV	34657	35407	YOL154W	+	0.227
chrXV	40747	42611	YOL152W	+	0.747
chrXV	43694	44723	YOL151W	+	1.209
chrXV	44938	45634	YOL149W	+	-0.003
chrXV	45760	47575	YOL148C	-	-0.117
chrXV	47933	48644	YOL147C	-	0.43
chrXV	48864	49449	YOL146W	+	0.144
chrXV	49555	52789	YOL145C	-	-0.364
chrXV	53098	54553	YOL144W	+	-0.783
chrXV	54595	55105	YOL143C	-	0.223
chrXV	55558	56281	YOL142W	+	-0.326
chrXV	56452	58540	YOL141W	+	-0.681
chrXV	58759	60031	YOL140W	+	0
chrXV	60383	61025	YOL139C	-	-0.557
chrXV	61325	65351	YOL138C	-	-0.146
chrXV	65621	67115	YOL137W	+	0.2
chrXV	67561	68755	YOL136C	-	-0.167
chrXV	69376	70045	YOL135C	-	0.131
chrXV	70325	70691	YOL133W	+	0.385
chrXV	71300	72716	YOL132W	+	0
chrXV	73031	73358	YOL131W	+	0
chrXV	74400	76980	YOL130W	+	-0.201
chrXV	77560	78115	YOL129W	+	0.369
chrXV	78352	79480	YOL128C	-	-0.234
chrXV	80348	81191	YOL127W	+	-0.551
chrXV	81787	82921	YOL126C	-	0.401
chrXV	83834	85265	YOL125W	+	-0.321
chrXV	85456	86758	YOL124C	-	0.378
chrXV	87844	89449	YOL123W	+	0.382
chrXV	89692	91420	YOL122C	-	0.399
chrXV	93395	94403	YOL120C	-	0.054
chrXV	94856	96362	YOL119C	-	0.223
chrXV	97551	99489	YOL117W	+	0.591
chrXV	99809	100958	YOL116W	+	-0.015
chrXV	101475	103230	YOL115W	+	-0.428
chrXV	103317	103926	YOL114C	-	0.379
chrXV	104326	106294	YOL113W	+	0.957
chrXV	106710	108189	YOL112W	+	0.343
chrXV	108258	108897	YOL111C	-	0.051
chrXV	109176	109890	YOL110W	+	0.316
chrXV	110297	110639	YOL109W	+	-0.101
chrXV	111431	111887	YOL108C	-	-0.7
chrXV	112102	113131	YOL107W	+	0.206
chrXV	114138	115809	YOL105C	-	0.468
chrXV	116396	117455	YOL104C	-	-0.267
chrXV	124001	125831	YOL103W	+	-0.028
chrXV	125997	126690	YOL102C	-	-0.164
chrXV	126982	127921	YOL101C	-	-0.263
chrXV	129237	132483	YOL100W	+	0.109
chrXV	132725	135839	YOL098C	-	0.179
chrXV	136527	137826	YOL097C	-	-0.603
chrXV	138107	139046	YOL096C	-	-0.135
chrXV	139227	141348	YOL095C	-	-0.032
chrXV	141584	142556	YOL094C	-	-0.396
chrXV	142815	143697	YOL093W	+	-0.904
chrXV	144204	145131	YOL092W	+	-0.435
chrXV	145334	147164	YOL091W	+	0.34
chrXV	147382	150277	YOL090W	+	0.177
chrXV	150398	153491	YOL089C	-	1.056
chrXV	153912	154746	YOL088C	-	-0.182
chrXV	155287	158638	YOL087C	-	0.201
chrXV	159548	160595	YOL086C	-	0.36
chrXV	162356	165332	YOL084W	+	0.977
chrXV	165714	166953	YOL083W	+	0.449
chrXV	168727	169975	YOL082W	+	-0.083
chrXV	171070	180310	YOL081W	+	0.259
chrXV	180558	181428	YOL080C	-	-0.226
chrXV	181682	185213	YOL078W	+	0.207
chrXV	185438	185645	YOL077W-A	+	0.328
chrXV	185848	186724	YOL077C	-	-0.097
chrXV	187024	189415	YOL076W	+	-0.548
chrXV	189658	193543	YOL075C	-	0
chrXV	193832	194801	YOL073C	-	-0.294
chrXV	194970	196338	YOL072W	+	0.003
chrXV	196507	196996	YOL071W	+	-0.184
chrXV	197220	198726	YOL070C	-	-0.242
chrXV	198942	200298	YOL069W	+	-0.221
chrXV	200368	201880	YOL068C	-	-0.604
chrXV	201985	202519	YOL067C	-	-0.296
chrXV	202696	204472	YOL066C	-	-0.389
chrXV	204731	205886	YOL065C	-	-0.039
chrXV	206103	207177	YOL064C	-	0.17
chrXV	207392	210266	YOL063C	-	0.047
chrXV	210520	211996	YOL062C	-	-0.416
chrXV	212244	213735	YOL061W	+	-0.231
chrXV	214017	216138	YOL060C	-	0.224
chrXV	217126	218449	YOL059W	+	-0.158
chrXV	219211	220474	YOL058W	+	-0.857
chrXV	223268	224180	YOL056W	+	-0.577
chrXV	224420	226076	YOL055C	-	0.132
chrXV	228614	229835	YOL054W	+	-0.194
chrXV	230085	231273	YOL053W	+	0.114
chrXV	231570	231756	YOL052C-A	-	0
chrXV	232446	233637	YOL052C	-	-0.372
chrXV	234940	238186	YOL051W	+	-0.103
chrXV	238619	240095	YOL049W	+	-0.009
chrXV	240204	241311	YOL048C	-	0
chrXV	241614	242748	YOL047C	-	0
chrXV	243497	246803	YOL045W	+	1.064
chrXV	247150	248302	YOL044W	+	0.279
chrXV	248392	249535	YOL043C	-	0.145
chrXV	249825	250917	YOL042W	+	0.076
chrXV	251267	252647	YOL041C	-	-0.521
