chromosome	TSS	TES	Gene	h1logFC	h1pval	h3logFC	h3pval	h6logFC	h6pval	h24logFC	h24pval	d7logFC	d7pval
chr6	100523075	100621151	Shq1	-0.0966592	0.8391	0.566398	0.20415	0.613455	0.13205	0.116785	0.77505	-0.470696	0.33495
chr6	100654727	100755075	Gxylt2	-0.0280471	0.94235	0.00100692	0.9986	-0.100482	0.7806	-0.357625	0.30845	-0.0107719	0.9785
chr6	100783631	100818711	Ppp4r2	-0.0132554	0.9671	0.191152	0.5302	0.181222	0.55585	-0.480134	0.0937	-0.827341	0.01615
chr6	101099600	101327891	Pdzrn3	-0.177025	0.5871	-0.116966	0.69425	0.119804	0.69355	-0.532766	0.0668	-0.700348	0.04715
chr6	101724242	101751976	Gm9871	0	1	0	1	0	1	0	1	0	1
chr6	102113299	102414661	Cntn3	0.466594	1	-0.246737	1	-1.03435	1	-0.570636	1	1.31338	1
chr6	103460869	103683029	Chl1	-0.518826	0.2748	-1.34336	0.00585	-1.23275	0.0035	0.0419548	0.8985	-2.01342	5.00E-05
chr6	104443037	104813399	Cntn6	0	1	0	1	0	1	-0.237467	1	0	1
chr6	105431259	105442662	Gm19757	-0.0737964	0.8751	-0.244404	0.58045	-0.608602	0.18115	-0.732697	0.09505	-0.698837	0.1565
chr6	105627738	106649299	Cntn4	0	1	0	1	0	1	0	1	0	1
chr6	106660372	106699031	Il5ra	-0.0861561	1	0.45034	1	-0.413937	1	-0.983383	1	-1.57402	1
chr6	106719131	106750081	Crbn	-0.168718	0.7475	-0.275285	0.6013	-0.026508	0.9594	-0.294032	0.54755	-0.213881	0.702
chr6	106719131	106750081	Trnt1	0.027842	0.95655	0.379796	0.40015	0.377833	0.41305	-0.226716	0.6211	-0.545977	0.3369
chr6	107479719	107520222	Lrrn1	-0.0680341	1	0.499026	1	0.7646	1	-0.788803	1	-2.04149	1
chr6	108015038	108027121	Setmar	-0.757219	0.2013	-0.380725	0.5069	0.260595	0.5978	0.270965	0.58865	0.175106	0.75425
chr6	108057014	108135577	Sumf1	0.0616433	0.8469	-0.287131	0.3473	-0.287144	0.3523	-0.153747	0.59105	-0.0570061	0.8674
chr6	108163089	108501110	Itpr1	-0.377062	0.2607	-0.766436	0.0241	-0.408878	0.1997	-0.543953	0.07855	-0.178986	0.63235
chr6	108527032	108616919	0610040F04Rik	-3.01535	1	1.47563	1	0	1	0	1	-1.09455	1
chr6	108527032	108616919	Bhlhe40	1.58214	5.00E-05	0.42349	0.16875	-0.293821	0.34155	0.18641	0.52685	-0.193434	0.58395
chr6	108733052	108773717	Arl8b	0.00676834	0.9842	-0.141827	0.6541	0.00187124	0.99545	-0.13751	0.6386	-0.227298	0.50695
chr6	108778634	108809350	Edem1	-0.109571	0.73015	-0.196131	0.51455	-0.118445	0.7066	-0.223106	0.45755	-0.546469	0.1084
chr6	110595591	111517224	Grm7	0.355556	1	-0.901689	1	-0.640896	1	0.458835	1	-0.306064	1
chr6	112160701	112162512	1700054K19Rik	0	1	0	1	0	1	0	1	0	1
chr6	112223751	112280417	5031434C07Rik	-0.400741	1	0.0169861	1	-1.04825	1	0	1	-0.144737	1
chr6	112223751	112280417	Lmcd1	1.17211	0.001	-1.38252	0.00015	-1.84202	5.00E-05	-0.326064	0.32475	0.635776	0.0808
chr6	112309317	112338017	Ssu2	0	1	0	1	0	1	0	1	0	1
chr6	112409498	112422866	Cav3	-0.211038	0.70385	-0.503469	0.36885	0.136704	0.76765	0.621195	0.1792	0.96719	0.0532
chr6	112423677	112439802	Oxtr	-1.67202	0.02415	-0.625189	0.329	-0.381223	0.5278	0.23306	0.66745	-0.513853	0.40135
chr6	112569844	112646664	Rad18	0.227453	0.59075	0.296493	0.4657	0.435984	0.26925	-0.528941	0.17955	-0.889334	0.07245
chr6	112667965	112897260	Srgap3	-0.18737	0.567	-0.53422	0.10585	-0.23485	0.48	-0.132847	0.6574	0.444331	0.22225
chr6	112996320	113027238	Thumpd3	-0.325771	0.4288	-0.00445132	0.98955	0.297379	0.4229	-0.219583	0.54285	-0.417884	0.31345
chr6	113027632	113103418	Setd5	0.0412644	0.89725	0.10248	0.73255	0.131076	0.67325	-0.138785	0.63745	-0.134913	0.68865
chr6	113118080	113145378	Lhfpl4	-0.778733	1	-0.928171	1	-1.27137	1	-0.253524	1	0.621952	1
chr6	113187836	113231386	Mtmr14	0.478579	0.1658	0.0960677	0.79685	-0.0378502	0.90915	0.14852	0.6574	0.459095	0.23205
chr6	113232300	113255565	Cpne9	2.76574	1	3.35013	1	2.33917	1	-1.40941	1	-0.242255	1
chr6	113257190	113274698	Brpf1	-0.0938734	0.78555	0.145767	0.6473	0.0269602	0.9351	-0.168136	0.5849	-0.20955	0.55285
chr6	113276969	113293916	Camk1	0.160199	0.6701	-0.283506	0.43135	-0.472	0.2	0.254147	0.4507	0.618998	0.11185
chr6	113276969	113293916	Ogg1	0.387009	0.5824	-0.211878	0.76	0.0958786	0.87865	0.222854	0.75725	0.190935	0.84945
chr6	113316654	113327514	Tada3	0.0390246	0.9111	-0.580835	0.07995	-0.339168	0.28505	0.243127	0.42935	0.448021	0.19415
chr6	113328106	113364565	Arpc4,Ttll3	0.395108	0.236	0.224765	0.4885	-0.0465287	0.88215	-0.0932405	0.75615	-0.247223	0.4929
chr6	113365312	113369334	Rpusd3	-0.58518	0.25405	-0.493138	0.3549	-0.162815	0.7299	0.310329	0.47895	0.449053	0.3528
chr6	113374629	113385749	Cidec	0	1	0	1	0	1	0	1	0	1
chr6	113392510	113398223	Jagn1	0.104677	0.7772	0.183293	0.61105	0.324054	0.3529	0.224318	0.49095	0.200628	0.6006
chr6	113408477	113420745	Il17re	1.11724	0.14475	0.320243	1	-0.718076	1	-0.277693	1	0.250945	1
chr6	113421448	113433157	Il17rc	-0.0789649	0.81415	-0.337224	0.30175	-0.489584	0.14065	0.399027	0.19145	0.163811	0.65405
chr6	113433562	113443332	Creld1	-0.0119118	0.97605	-0.184288	0.59815	-0.764215	0.03885	0.0916381	0.78155	-0.430889	0.2745
chr6	113444088	113451812	Prrt3	-0.946196	1	-0.502607	1	-0.837096	1	0.0852646	1	0.524377	1
chr6	113464880	113481632	Emc3	0.152601	0.6345	0.0410698	0.89565	0.0105848	0.97105	0.176197	0.55045	0.371362	0.31705
chr6	113481675	113546279	Fancd2	0.30077	0.452	-0.281397	0.50035	-0.141845	0.71995	-0.291534	0.44765	-0.875595	0.06765
chr6	113546755	113550709	4931417G12Rik	0.666234	1	1.47522	1	2.24339	1	0.935121	1	-0.509009	1
chr6	113554765	113566945	Brk1	0.275395	0.3866	0.0719906	0.8154	0.0858612	0.78265	0.390972	0.17515	0.112035	0.7397
chr6	113574014	113581627	Vhl	-0.381727	0.2577	-0.0177925	0.95725	-0.00928928	0.9757	0.24593	0.4137	-0.0124439	0.97265
chr6	113588460	113645020	Irak2	0.624175	0.1007	0.0834032	0.8229	-0.387479	0.31325	-0.653823	0.0783	-0.388096	0.3527
chr6	113647492	113661062	Tatdn2	0.545871	0.0975	0.056504	0.86125	-0.062586	0.84715	-0.458545	0.1385	-0.272614	0.47895
chr6	113666112	113669874	Ghrl	0	1	-0.670018	1	-2.17541	1	-1.12082	1	0	1
chr6	113678045	113690675	Sec13	0.25436	0.4414	0.175408	0.57915	0.141304	0.6504	0.00633993	0.9838	-0.186253	0.61465
chr6	113695661	113992074	Atp2b2	0	1	0	1	0	1	0	1	0	1
chr6	114081234	114199880	Slc6a11	0	1	0	1	0	1	0	1	0	1
chr6	114232628	114267519	Slc6a1	-1.05687	1	-0.859842	1	0.261015	1	-0.0298057	1	-1.2679	1
chr6	114347929	114433290	Hrh1	0.502095	1	-0.325065	1	-0.56557	1	-1.34225	1	-0.090595	1
chr6	114593118	114810632	Atg7	-0.222775	0.53605	-0.594852	0.10145	-0.305017	0.38245	-0.195963	0.5498	0.330275	0.3821
chr6	114812107	114871770	Vgll4	-0.13183	0.73485	-0.216987	0.5657	-0.613786	0.11185	-0.207955	0.54545	-0.0122795	0.9772
chr6	114954398	114987892	Tamm41	0.184279	0.67235	0.209588	0.59565	0.0482024	0.9066	0.142708	0.70765	0.45041	0.28555
chr6	115084919	115232644	Syn2	-0.615616	1	0	1	-0.0388399	1	-0.564017	1	0.0500057	1
chr6	115084919	115232644	Timp4	-1.66894	1	-2.38773	1	-2.81218	1	-0.196245	1	1.13658	0.3813
chr6	115311238	115440419	Pparg	-0.238863	0.6058	-0.388269	0.34625	0.101665	0.80735	-0.728585	0.07045	0.252752	0.56595
chr6	115494721	115528354	Tsen2	-0.170476	0.6448	-0.441724	0.2665	0.0550821	0.8765	-0.0789917	0.82355	0.00794084	0.98345
chr6	115533564	115542594	2510049J12Rik	0	1	0	1	0	1	0	1	0	1
chr6	115551955	115626653	Mkrn2	0.010858	0.99005	-0.00173177	0.99825	0.049553	0.95105	0.131945	0.8663	0.239953	0.77655
chr6	115551955	115626653	Raf1	0.18757	0.5928	-0.0947753	0.7788	0.196705	0.5523	0.301151	0.33725	0.275904	0.47955
chr6	115679156	115712484	Tmem40	-0.485655	0.52885	-1.19408	0.11475	-0.932259	0.19705	-0.451529	0.53025	0.283584	0.6782
chr6	115724574	115758761	Cand2	-0.153456	0.93935	-0.797155	0.6725	-0.711272	0.7173	0.179041	0.93455	0.511786	0.8043
chr6	115724574	115758761	Rpl32	0.208262	0.60365	0.224641	0.5577	0.0382085	0.9208	0.249975	0.4886	0.819528	0.1085
chr6	115724574	115758761	Snora7a	-0.999558	0.55405	-0.742831	0.6166	0.10406	0.94245	-1.33778	0.4234	-0.653282	0.6875
chr6	115760746	115788430	Efcab12	-0.726472	1	-4.64975	1	-2.63892	1	0.0461906	1	-0.675418	1
chr6	115790714	115803359	Mbd4	-0.369956	0.4789	-0.0223875	0.96	0.231423	0.6054	0.0560277	0.8988	-0.286236	0.58165
chr6	115803545	115876717	Ift122	-0.29637	0.4176	-1.02823	0.00635	-0.580271	0.09795	-0.0406321	0.9005	0.348019	0.3579
chr6	115881944	115888848	Rho	0.182328	1	-1.38281	1	0.520591	1	0.434574	1	0.438039	1
chr6	115894956	115900251	H1foo	0	1	0	1	0	1	0	1	0	1
chr6	115904828	115945023	Plxnd1	-0.341707	0.3704	-0.241372	0.50585	-0.46792	0.202	-0.315958	0.3465	-0.859139	0.04055
chr6	115968635	116143392	Tmcc1	0.285631	0.42635	0.70866	0.03605	0.551238	0.09015	0.283001	0.37065	0.408705	0.279
chr6	116158050	116212689	Fam21	-0.271161	0.4064	-0.712134	0.02335	-0.475387	0.1227	-0.339504	0.2379	-0.114376	0.73935
chr6	116214252	116279644	Zfand4	-0.150838	0.79065	-0.83434	0.20085	-0.186451	0.7566	-0.126459	0.7985	-0.0786959	0.8873
chr6	116288140	116359558	March8	-0.20927	0.5102	-0.442054	0.1534	0.0250632	0.9376	-0.0820551	0.7674	0.0342491	0.92225
chr6	116360088	116411196	Alox5	0.164557	0.77135	0.275264	0.63925	-0.000964879	0.9961	-0.0336743	0.9474	1.20091	0.02795
chr6	116443628	116444558	Olfr211	0	1	0	1	0	1	0	1	0	1
chr6	116456533	116467983	Olfr212	-0.0594519	1	-1.35786	1	-1.19628	1	-0.55665	1	-1.62885	1
chr6	116490472	116491456	Olfr213	0	1	0	1	0	1	0	1	0	1
chr6	116506444	116507407	Olfr214	0	1	0	1	0	1	0	1	0	1
chr6	116532029	116532962	Olfr215	0	1	0	1	0	1	0	1	0	1
chr6	116574033	116578995	Zfp422	-0.176768	0.6161	-0.174456	0.6036	-0.0375579	0.90875	0.0716456	0.82025	-0.124118	0.7363
chr6	116583025	116623854	8430408G22Rik	-1.46316	1	-0.957718	1	-2.30995	1	-3.39266	1	0.658674	1
chr6	116583025	116623854	Rassf4	-0.101945	0.8337	0.362466	0.4473	-0.52696	0.2591	0.104515	0.81275	0.4321	0.37255
chr6	116642742	116666776	Tmem72	1.52141	1	0	1	0.246336	1	0	1	0	1
chr6	117118552	117131386	Cxcl12	-0.182098	0.7601	-0.388216	0.48045	-0.0372733	0.94795	0.0881799	0.85635	-0.151461	0.7969
chr6	117629224	117701787	1700030F04Rik	0	1	0	1	0	1	0	1	0	1
chr6	117791259	117795974	Zfp637	-0.235244	0.4739	-0.400469	0.2253	0.112979	0.7183	0.587938	0.0488	0.266236	0.4465
chr6	117813094	117822784	Zfp239	-0.308311	0.4875	-0.577244	0.1761	0.0478541	0.9078	0.232693	0.5469	0.338673	0.43195
chr6	117850357	117875640	Hnrnpf	0.306787	0.48955	0.406974	0.32805	0.48388	0.2407	-0.196287	0.61385	-0.803347	0.08665
chr6	117883576	117887353	Fxyd4	0	1	0	1	0	1	0	1	0	1
chr6	118016402	118041564	Rasgef1a	0.266922	1	-0.29055	1	-0.470636	1	0.837538	1	0.563356	1
chr6	118057470	118089158	Csgalnact2	0.0724085	0.8199	-0.226211	0.48495	-0.0632207	0.8396	-0.431171	0.1573	-0.404476	0.2369
chr6	118101765	118147762	Ret	0.468849	0.298	1.17039	0.0073	0.818822	0.04925	-1.05708	0.0095	-0.994738	0.0373
chr6	118196712	118198472	1700069P05Rik	0	1	0	1	0	1	0	1	0	1
chr6	118333398	118369435	Bms1	-0.344333	0.28825	-0.0838051	0.78685	0.0248633	0.9321	-0.378199	0.1947	-0.424383	0.23055
chr6	118377336	118405524	Zfp248	-0.975682	0.08175	0.00994212	0.9844	0.147506	0.743	-0.079803	0.851	0.475542	0.3053
chr6	118411967	118429291	Zfp9	-0.141941	0.6794	0.447673	0.16445	0.434329	0.16425	-0.153927	0.6065	-0.41785	0.2351
chr6	118452581	118512274	Ankrd26	-0.478086	0.2814	-0.283718	0.54205	0.260017	0.51625	-0.455654	0.28985	-0.699979	0.16835
chr6	118542313	119171632	4931430N09Rik	0	1	0	1	0	1	0	1	0	1
chr6	118542313	119171632	Cacna1c	-0.105303	0.789	-0.117096	0.74475	-0.139815	0.68305	-0.548734	0.12815	-0.708738	0.10855
chr6	118542313	119171632	Dcp1b	0.474002	0.75935	-0.322788	0.87085	0.097254	0.92825	0.623844	0.58395	1.0011	0.49665
chr6	119186543	119302425	Cacna2d4	2.31472	1	0.627977	1	0	1	1.29619	1	-0.172953	1
chr6	119186543	119302425	Lrtm2	1.09039	1	0.197585	1	0.863694	1	-0.824588	1	1.50199	1
chr6	119303167	119367501	Adipor2	0.119244	0.69965	-0.168308	0.57845	-0.286475	0.36125	-0.206866	0.4838	-0.0439592	0.9004
chr6	119382548	119494365	Fbxl14	0.207784	0.6285	-0.0109336	0.98065	0.0189778	0.9672	-0.220042	0.58995	-0.278449	0.5762
chr6	119382548	119494365	Wnt5b	-0.103364	0.8611	0.3328	0.5206	0.0836029	0.8773	-0.0618601	0.89965	0.131995	0.83315
chr6	119520813	119798168	Erc1	-0.421998	0.2039	0.337732	0.29135	-0.145029	0.6414	-0.399357	0.1817	-0.239134	0.51245
chr6	119798210	119799034	3110021A11Rik	0.527639	1	-0.782217	1	-1.45688	1	-0.467595	1	-1.15888	1
chr6	119852715	119872841	Rad52	0.138694	0.7642	0.18855	0.659	0.419868	0.30355	0.362043	0.35625	0.665125	0.1374
chr6	119873986	119988673	Mir706	0	1	0	1	0	1	0	1	0	1
chr6	119873986	119988673	Wnk1	-0.166394	0.6227	0.0208137	0.94855	0.178739	0.5894	-0.315025	0.3182	0.0532307	0.8836
chr6	120043397	120150356	Ninj2	-0.0476535	1	-1.37046	1	0	1	0	1	1.41201	1
chr6	120153827	120244577	B4galnt3	-0.769005	0.38775	0.148412	0.8471	-0.431235	0.51105	-0.778628	0.25645	-0.87492	0.2664
chr6	120274339	120394592	Ccdc77	0.107759	0.9472	-0.0609421	0.9684	0.591323	0.64235	0.212861	0.84945	-0.355949	0.81665
chr6	120274339	120394592	Kdm5a	-0.355549	0.31555	-0.201364	0.5492	-0.353725	0.30605	-0.556068	0.0897	-0.465853	0.2316
chr6	120413214	120433745	Il17ra	0.0382541	0.90985	0.091012	0.78025	-0.517086	0.11095	-0.299402	0.325	-0.303742	0.391
chr6	120438956	120443825	Cecr6	-0.279818	1	-0.973063	1	-0.428918	1	-0.585687	1	-0.802866	1
chr6	120459511	120481317	Cecr5	-0.0383908	0.92835	0.0138304	0.976	0.176419	0.65995	0.288856	0.47215	0.0284914	0.9505
chr6	120504813	120524222	1700072O05Rik	0	1	0	1	0	1	0	1	0	1
chr6	120616438	120721209	Cecr2	-1.35153	1	0	1	0	1	-1.14136	1	0	1
chr6	120723785	120744000	Slc25a18	0	1	1.95147	1	0	1	0	1	1.45732	1
chr6	120745261	120772703	Atp6v1e1	0.161063	0.60905	-0.109401	0.72865	-0.211173	0.48205	0.0269664	0.9238	0.109024	0.74945
chr6	120786247	120842860	Bcl2l13	0.084803	0.79445	0.00369601	0.99095	-0.00634411	0.9849	-0.0280228	0.9227	-0.114572	0.73675
chr6	120843136	120866838	Bid	0.392575	0.2753	1.16901	0.0015	0.864511	0.0105	0.157314	0.63005	0.181925	0.6277
chr6	120881563	121081040	Mical3	-0.5974	0.1244	-0.30037	0.40305	-0.702256	0.0558	-0.804743	0.0224	-0.66508	0.1058
chr6	121133684	121146203	Pex26	-0.85028	0.0927	0.024851	0.95835	0.294277	0.4927	0.364172	0.35625	0.334206	0.4793
chr6	121160787	121176115	Tuba8	-0.655205	1	0.889919	1	0.0820772	1	-0.69298	1	-1.67038	1
chr6	121195923	121220935	Usp18	-0.872591	0.15755	0.0101829	0.9833	0.0910305	0.8438	-0.319269	0.5239	0.87676	0.10945
chr6	121250313	121287736	Slc6a13	0	1	0	1	0	1	2.63156	1	0	1
chr6	121296714	121315791	Slc6a12	-0.0453715	0.93715	-0.0870132	0.88065	-0.21074	0.7001	-0.0131321	0.97735	-0.38153	0.54145
chr6	121322950	121423696	Iqsec3	-1.63262	1	-1.5544	1	-1.88752	1	0	1	0.463351	1
chr6	121586190	121629256	A2m	-0.0855786	0.8782	-0.261122	0.6514	-0.342689	0.48485	-0.639138	0.2124	-2.33808	0.0009
chr6	121788558	121839075	Mug1	-0.0476535	1	1.03056	1	0	1	2.0588	1	-0.172953	1
chr6	121956815	122035985	Mug2	0	1	0	1	0	1	0	1	0	1
chr6	122086645	122100976	Gm10319	0	1	0	1	0	1	0	1	0	1
chr6	122126070	122198584	Mug-ps1	0	1	0	1	0	1	0	1	0	1
chr6	122220618	122232851	Klrg1	0	1	0	1	0	1	0	1	0	1
chr6	122259027	122267695	M6pr	0.222138	0.4957	0.166029	0.60355	0.323088	0.28525	-0.106251	0.7201	-0.31949	0.38265
chr6	122267748	122290245	Phc1	0.00275221	0.9936	-0.0745363	0.81975	-0.169875	0.6052	0.116296	0.7034	0.548619	0.1459
chr6	122403626	122436323	Rimklb	-3.18433	1	-1.17819	1	-0.430221	1	-0.929757	1	0.0333433	1
chr6	122463693	122479305	Mfap5	0.0717064	0.8312	0.219276	0.521	0.129004	0.6935	0.235856	0.46285	0.213931	0.5701
chr6	122503826	122514198	Aicda	-0.616577	1	-0.316261	1	-0.676254	1	0.941353	1	-0.485736	1
chr6	122527809	122552462	Apobec1	-0.120959	0.76335	-0.25839	0.514	-0.308483	0.4061	0.379493	0.2701	0.421859	0.3016
chr6	122555420	122560089	Gdf3	-1.48018	1	-0.583883	1	-1.07295	1	1.17564	1	0.409855	1
chr6	122576441	122580289	Dppa3	0.324599	1	-1.95717	1	-1.69209	1	-1.80695	1	-0.869782	1
chr6	122657585	122663796	Nanog	0.281938	1	0.717013	0.43335	-0.351156	1	-0.800437	1	0.0917862	1
chr6	122677826	122692763	Slc2a3	-0.227019	0.61325	-0.85071	0.0814	-0.359028	0.3912	-0.0162428	0.97065	-0.608315	0.2292
chr6	122770201	122795384	Foxj2	-0.589933	0.1016	0.258953	0.43745	0.235513	0.4704	0.296847	0.3467	0.375629	0.314
chr6	122797157	122806175	C3ar1	-0.463998	0.35245	-0.00613044	0.98905	-0.147741	0.73975	-0.233466	0.5854	1.00311	0.0239
chr6	122824574	122838959	Necap1	0.0557703	0.86945	0.210067	0.5242	0.326382	0.29825	-0.117496	0.70165	-0.268157	0.45765
chr6	122871865	122884637	Clec4a1	-0.628182	0.4451	-0.741656	0.33175	0.227201	0.731	-0.262954	0.7053	-0.362086	0.62905
chr6	122902532	122919896	Clec4a3	-1.49571	0.2366	-0.0173162	0.9865	0.240254	0.79965	0.307197	0.75715	0.286492	0.7549
chr6	122940384	122974439	Clec4a4	0.952364	1	-1.37968	1	-0.310433	1	1.43332	1	-3.04418	1
chr6	122999979	123021573	Clec4b1	0	1	1.60175	1	2.20791	1	1.27028	1	2.99625	1
chr6	123072707	123094017	Clec4a2	0.15609	0.7532	-0.149362	0.7541	0.515951	0.2494	0.125897	0.78165	-0.792367	0.1811
chr6	123123040	123154689	Clec4b2	0	1	0	1	0	1	0	1	0	1
chr6	123179860	123197042	Clec4n	1.25075	0.09005	0.7045	0.3044	1.69036	0.01655	-0.0502407	0.9426	1.46735	0.05515
chr6	123212124	123225286	Clec4d	-0.14363	0.7874	0.377802	0.4391	0.7249	0.12525	-0.322408	0.49465	0.438068	0.41195
chr6	123231806	123239889	Clec4e	0.60473	0.24575	1.96882	0.0001	1.5788	0.002	-0.716659	0.1694	-0.900542	0.1455
chr6	123258350	123286555	Vmn2r19	0	1	0	1	0	1	0	1	0	1
chr6	123335279	123368079	Vmn2r20	0	1	0	1	0	1	0	1	0	1
chr6	123442525	123483424	Vmn2r21	0	1	0	1	0	1	0	1	0	1
chr6	123559775	123600653	Vmn2r22	0	1	0	1	0	1	0	1	0	1
chr6	123652838	123692257	Vmn2r23	0	1	0	1	0	1	0	1	0	1
chr6	123728988	123766298	Vmn2r24	0	1	0	1	0	1	0	1	0	1
chr6	123772831	123803208	Vmn2r25	0	1	0	1	0	1	0	1	0	1
chr6	123974775	124012053	Vmn2r26	0	1	0	1	0	1	0	1	0	1
chr6	124141613	124181802	Vmn2r27	0	1	0	1	0	1	0	1	0	1
chr6	124254668	124280545	Cd163	-2.80454	1	1.07544	1	0.862502	1	0.403555	1	0.285558	1
chr6	124297611	124307104	1700013D24Rik	0	1	0	1	0	1	0	1	0	1
chr6	124346833	124365085	Pex5	-0.131523	0.69395	-0.0527469	0.87255	-0.43916	0.17835	-0.3715	0.22695	-0.593987	0.11615
chr6	124380773	124414802	Clstn3	0.0123941	1	-0.0478118	1	0.0248325	1	0.154635	1	0.073106	1
chr6	124443130	124460661	C1rl	-0.00647424	0.987	-0.577378	0.0922	-0.718628	0.03895	0.401377	0.1927	0.651007	0.07985
chr6	124462638	124473458	C1ra	0.23002	0.52645	-0.112966	0.7231	-0.000216601	0.99945	0.562243	0.0561	1.02997	0.0155
chr6	124480361	124492377	C1s	0.11598	0.78725	-0.125582	0.74565	-0.0568897	0.88385	0.296419	0.36835	0.704241	0.11095
chr6	124520447	124531062	C1rb	0.469456	0.2329	-0.137481	0.72365	-0.00767515	0.98415	0.558824	0.0956	0.701876	0.07975
chr6	124574642	124586103	Gm5077	0.382316	0.50015	-0.31961	0.6207	-0.185541	0.7358	0.19483	0.7086	0.750041	0.16655
chr6	124613121	124662196	Emg1	0.177044	0.73635	0.155413	0.74195	0.208956	0.6463	-0.0570396	0.90455	-0.0920839	0.86645
chr6	124613121	124662196	Lpcat3	0.320703	0.48995	0.158028	0.73785	-0.0588323	0.9004	0.282469	0.5005	0.328528	0.50735
chr6	124662306	124666963	Phb2	0.205553	0.5165	0.148958	0.63345	0.0822322	0.7837	0.0786309	0.7782	0.523912	0.1472
chr6	124667931	124668003	Mir141	0	1	0	1	0	1	0	1	0	1
chr6	124668339	124668408	Mir200c	0	1	0	1	0	1	0	1	0	1
chr6	124670735	124688727	Ptpn6	-0.24138	0.5558	-0.286305	0.4758	-0.218456	0.5682	0.368844	0.3069	0.449971	0.2772
chr6	124689201	124691097	Grcc10	0.452155	0.2201	0.103383	0.773	0.118034	0.7289	0.998855	0.0017	1.37237	0.0004
chr6	124692561	124706505	Atn1	0.150534	0.63715	0.0886977	0.7778	-0.0119865	0.97025	0.15	0.61595	0.355202	0.31255
chr6	124710072	124719527	Eno2	0.112356	0.79965	-0.0119902	0.97665	-0.425783	0.3233	0.82989	0.0227	0.801622	0.0527
chr6	124719880	124729736	Lrrc23	0.144932	1	2.15532	1	0	1	0	1	1.84992	1
chr6	124758958	124764314	Spsb2	-0.155679	0.9302	-0.157377	0.93705	-0.143664	0.9429	0.843954	0.70665	0.639241	0.74125
chr6	124758958	124764314	Tpi1	0.457543	0.21375	0.0832642	0.8099	-0.356554	0.29225	0.797156	0.01955	0.416006	0.3404
chr6	124765036	124779465	Usp5	0.0656973	0.84325	0.0158287	0.9597	-0.0219401	0.9408	0.0898992	0.7652	-0.0629964	0.85995
chr6	124780193	124783719	Cdca3	0.470607	0.16705	0.0727768	0.8293	-0.097923	0.7588	0.22585	0.45065	-0.0451139	0.91485
chr6	124784257	124790293	Gnb3	-1.48277	1	0.373001	1	0.19565	1	0.0349456	1	-0.245021	1
chr6	124791112	124807705	Leprel2	-0.11129	0.75395	-0.291416	0.39525	-0.540963	0.1026	-0.0837594	0.7983	0.250848	0.5216
chr6	124808462	124813935	Gpr162	-1.51513	0.01985	-0.584109	0.28475	0.256332	0.6011	0.251954	0.61915	0.53167	0.31725
chr6	124814710	124838227	Cd4	0.237067	1	-3.28862	1	0.552343	1	-0.064968	1	0.760314	1
chr6	124854376	124861723	Lag3	-0.638225	1	-0.711553	1	-0.895155	1	-0.855794	0.2262	-1.05905	0.18665
chr6	124863692	124867964	Ptms	-0.426282	0.35225	-0.892922	0.0527	-1.04617	0.0292	-0.670951	0.14275	-0.781646	0.1547
chr6	124881405	124886167	Mlf2	0.233753	0.50235	0.178023	0.5979	-0.0553785	0.8621	0.0677979	0.82705	-0.0682541	0.85915
chr6	124908428	124915547	Cops7a	0.2005	0.547	0.0762863	0.81	0.134277	0.6704	0.295665	0.32225	0.335731	0.36225
chr6	124946737	124953117	Pianp	0.708707	0.4954	-0.100224	0.91765	-0.569796	0.4214	0.134802	0.8313	0.576208	0.4312
chr6	124959255	124987888	Zfp384	0.138882	0.67375	0.258642	0.4184	-0.0212916	0.9487	0.0342816	0.9101	-0.179426	0.60905
chr6	124989865	124999282	Ing4	-0.226035	0.52875	-0.982614	0.0049	-0.25431	0.42835	0.156209	0.6121	0.280118	0.44
chr6	124999944	125013283	Acrbp	-2.3805	0.2507	-0.558214	0.46255	-0.277908	0.69165	0.455951	0.48075	0.359399	0.60555
chr6	125017937	125032490	Lpar5	-1.86628	1	-0.328782	1	-1.91931	1	0.765617	1	0.390029	1
chr6	125046180	125080519	Chd4	-0.262056	0.48275	-0.222981	0.5305	-0.571718	0.1022	-0.392689	0.23115	-0.185983	0.62965
chr6	125081900	125094771	Nop2	0.105926	0.7517	0.636295	0.0439	0.529068	0.08755	0.0225308	0.9381	-0.261156	0.4621
chr6	125095258	125111800	Iffo1	-0.793858	0.04425	-0.17866	0.6191	-0.331825	0.36415	0.0486768	0.8865	0.43209	0.26635
chr6	125111869	125115601	Gapdh	0.750201	0.0719	0.581887	0.1624	0.17554	0.64315	0.998052	0.0142	0.743524	0.1867
chr6	125118024	125141604	Ncapd2	0.142262	0.6627	-0.416477	0.19565	-0.20686	0.5149	-0.159336	0.58785	-0.402669	0.3006
chr6	125118024	125141604	Scarna10	0	1	0	1	0	1	0	1	0	1
chr6	125142217	125144410	Mrpl51	0.212004	0.5534	0.252257	0.4562	0.222047	0.49855	0.313633	0.31775	0.323692	0.38085
chr6	125165598	125172324	Vamp1	-1.38905	0.0905	-0.886902	0.2023	-0.271375	0.66725	-0.268167	0.66555	0.129202	0.84405
chr6	125174229	125189952	Cd27	-0.494727	1	0.200699	1	1.2162	1	1.27029	1	1.43606	1
